2,longitudinal cracking,1,84
2,longitudinal cracking,1,84
2,longitudinal cracking,1,65
2,longitudinal cracking,1,65
1,lateral cracking,1,44
1,lateral cracking,1,44
2,longitudinal cracking,1,55
2,longitudinal cracking,1,55
2,longitudinal cracking,1,52
2,longitudinal cracking,1,52
2,longitudinal cracking,1,80
2,longitudinal cracking,1,80
2,longitudinal cracking,1,86
2,longitudinal cracking,1,73
2,longitudinal cracking,1,86
2,longitudinal cracking,1,73
2,longitudinal cracking,1,67
2,longitudinal cracking,1,67
2,longitudinal cracking,1,67
2,longitudinal cracking,1,67
2,longitudinal cracking,1,57
2,longitudinal cracking,1,57
2,longitudinal cracking,1,58
2,longitudinal cracking,1,58
2,longitudinal cracking,1,45
2,longitudinal cracking,1,45
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,60
2,longitudinal cracking,1,61
2,longitudinal cracking,1,50
2,longitudinal cracking,1,50
2,longitudinal cracking,1,48
2,longitudinal cracking,1,48
2,longitudinal cracking,1,45
2,longitudinal cracking,1,40
2,longitudinal cracking,1,45
2,longitudinal cracking,1,40
2,longitudinal cracking,1,56
2,longitudinal cracking,1,56
2,longitudinal cracking,1,50
2,longitudinal cracking,1,50
2,longitudinal cracking,1,81
2,longitudinal cracking,1,81
2,longitudinal cracking,1,78
2,longitudinal cracking,1,78
2,longitudinal cracking,1,87
2,longitudinal cracking,1,87
2,longitudinal cracking,1,73
2,longitudinal cracking,1,60
2,longitudinal cracking,1,73
2,longitudinal cracking,1,60
2,longitudinal cracking,1,80
2,longitudinal cracking,1,84
2,longitudinal cracking,1,60
2,longitudinal cracking,1,60
2,longitudinal cracking,1,59
2,longitudinal cracking,1,59
2,longitudinal cracking,1,60
2,longitudinal cracking,1,60
2,longitudinal cracking,1,59
2,longitudinal cracking,1,52
1,lateral cracking,1,44
2,longitudinal cracking,1,59
2,longitudinal cracking,1,52
1,lateral cracking,1,44
2,longitudinal cracking,1,80
2,longitudinal cracking,1,80
2,longitudinal cracking,1,75
2,longitudinal cracking,1,75
2,longitudinal cracking,1,70
2,longitudinal cracking,1,70
2,longitudinal cracking,1,81
2,longitudinal cracking,1,81
2,longitudinal cracking,1,70
2,longitudinal cracking,1,70
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,75
2,longitudinal cracking,1,75
2,longitudinal cracking,1,75
2,longitudinal cracking,1,75
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,73
2,longitudinal cracking,1,73
2,longitudinal cracking,1,73
2,longitudinal cracking,1,73
2,longitudinal cracking,1,77
2,longitudinal cracking,1,76
2,longitudinal cracking,1,67
2,longitudinal cracking,1,67
2,longitudinal cracking,1,66
2,longitudinal cracking,1,66
2,longitudinal cracking,1,61
2,longitudinal cracking,1,61
2,longitudinal cracking,1,73
2,longitudinal cracking,1,73
2,longitudinal cracking,1,58
2,longitudinal cracking,1,58
2,longitudinal cracking,1,80
2,longitudinal cracking,1,80
2,longitudinal cracking,1,81
2,longitudinal cracking,1,81
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,70
2,longitudinal cracking,1,70
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,56
2,longitudinal cracking,1,56
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,54
0,alligator cracking,1,44
2,longitudinal cracking,1,54
0,alligator cracking,1,44
3,pothole,1,67
3,pothole,1,65
3,pothole,1,79
3,pothole,1,79
3,pothole,1,53
3,pothole,1,53
3,pothole,1,65
3,pothole,1,64
1,lateral cracking,1,47
1,lateral cracking,1,47
3,pothole,1,40
2,longitudinal cracking,1,54
2,longitudinal cracking,1,54
2,longitudinal cracking,1,78
2,longitudinal cracking,1,78
2,longitudinal cracking,1,82
2,longitudinal cracking,1,82
2,longitudinal cracking,1,78
2,longitudinal cracking,1,78
2,longitudinal cracking,1,65
2,longitudinal cracking,1,65
0,alligator cracking,1,84
0,alligator cracking,1,84
0,alligator cracking,1,74
0,alligator cracking,1,74
0,alligator cracking,1,75
2,longitudinal cracking,1,68
0,alligator cracking,1,75
2,longitudinal cracking,1,69
2,longitudinal cracking,1,75
2,longitudinal cracking,1,75
3,pothole,1,44
3,pothole,1,44
0,alligator cracking,1,40
0,alligator cracking,1,40
0,alligator cracking,1,52
0,alligator cracking,1,52
0,alligator cracking,1,52
0,alligator cracking,1,52
2,longitudinal cracking,1,58
2,longitudinal cracking,1,58
2,longitudinal cracking,1,61
2,longitudinal cracking,1,60
1,lateral cracking,1,53
1,lateral cracking,1,53
2,longitudinal cracking,1,64
2,longitudinal cracking,1,64
3,pothole,1,48
3,pothole,1,48
3,pothole,1,61
3,pothole,1,61
3,pothole,1,57
3,pothole,1,57
0,alligator cracking,1,65
0,alligator cracking,1,65
3,pothole,1,55
3,pothole,1,54
3,pothole,1,41
3,pothole,1,41
2,longitudinal cracking,1,44
2,longitudinal cracking,1,47
0,alligator cracking,1,52
0,alligator cracking,1,52
2,longitudinal cracking,1,70
2,longitudinal cracking,1,70
0,alligator cracking,1,54
0,alligator cracking,1,54
3,pothole,1,56
3,pothole,1,56
3,pothole,1,66
3,pothole,1,66
3,pothole,1,66
3,pothole,1,66
3,pothole,1,40
3,pothole,1,52
3,pothole,1,65
3,pothole,1,65
2,longitudinal cracking,1,52
2,longitudinal cracking,1,45
2,longitudinal cracking,1,52
2,longitudinal cracking,1,45
0,alligator cracking,1,51
3,pothole,1,49
0,alligator cracking,1,52
3,pothole,1,50
0,alligator cracking,1,53
0,alligator cracking,1,52
0,alligator cracking,1,60
0,alligator cracking,1,56
0,alligator cracking,1,49
0,alligator cracking,1,56
0,alligator cracking,1,50
2,longitudinal cracking,1,62
2,longitudinal cracking,1,62
2,longitudinal cracking,1,86
3,pothole,1,72
2,longitudinal cracking,1,86
3,pothole,1,72
0,alligator cracking,1,43
0,alligator cracking,1,42
3,pothole,1,72
3,pothole,1,72
2,longitudinal cracking,1,67
2,longitudinal cracking,1,67
2,longitudinal cracking,1,73
2,longitudinal cracking,1,75
1,lateral cracking,1,49
1,lateral cracking,1,49
2,longitudinal cracking,1,42
2,longitudinal cracking,1,42
2,longitudinal cracking,1,57
2,longitudinal cracking,1,57
3,pothole,1,44
3,pothole,1,44
3,pothole,1,46
3,pothole,1,46
1,lateral cracking,1,55
1,lateral cracking,1,54
1,lateral cracking,1,50
1,lateral cracking,1,50
0,alligator cracking,1,75
0,alligator cracking,1,75
3,pothole,1,70
3,pothole,1,69
2,longitudinal cracking,1,56
2,longitudinal cracking,1,56
3,pothole,1,75
3,pothole,1,75
0,alligator cracking,1,79
0,alligator cracking,1,83
0,alligator cracking,1,78
0,alligator cracking,1,78
0,alligator cracking,1,64
0,alligator cracking,1,64
0,alligator cracking,1,65
0,alligator cracking,1,66
3,pothole,1,56
3,pothole,1,56
3,pothole,1,78
3,pothole,1,78
3,pothole,1,66
3,pothole,1,66
3,pothole,1,66
3,pothole,1,66
3,pothole,1,40
3,pothole,1,40
0,alligator cracking,1,49
0,alligator cracking,1,49
1,lateral cracking,1,44
1,lateral cracking,1,44
3,pothole,1,77
3,pothole,1,77
2,longitudinal cracking,1,60
2,longitudinal cracking,1,60
2,longitudinal cracking,1,57
2,longitudinal cracking,1,57
3,pothole,1,59
3,pothole,1,59
2,longitudinal cracking,1,73
2,longitudinal cracking,1,73
3,pothole,1,73
3,pothole,1,73
3,pothole,1,75
3,pothole,1,75
0,alligator cracking,1,41
0,alligator cracking,1,41
0,alligator cracking,1,81
0,alligator cracking,1,81
0,alligator cracking,1,53
0,alligator cracking,1,54
0,alligator cracking,1,52
0,alligator cracking,1,52
3,pothole,1,66
3,pothole,1,65
3,pothole,1,76
3,pothole,1,76
3,pothole,1,77
3,pothole,1,65
3,pothole,1,77
3,pothole,1,64
0,alligator cracking,1,66
0,alligator cracking,1,66
0,alligator cracking,1,60
0,alligator cracking,1,61
0,alligator cracking,1,43
0,alligator cracking,1,42
0,alligator cracking,1,42
0,alligator cracking,1,42
0,alligator cracking,1,54
0,alligator cracking,1,55
0,alligator cracking,1,53
1,lateral cracking,1,65
1,lateral cracking,1,66
1,lateral cracking,1,49
0,alligator cracking,1,49
1,lateral cracking,1,49
0,alligator cracking,1,49
0,alligator cracking,1,69
0,alligator cracking,1,68
1,lateral cracking,1,48
1,lateral cracking,1,48
0,alligator cracking,1,76
2,longitudinal cracking,1,69
0,alligator cracking,1,76
2,longitudinal cracking,1,69
0,alligator cracking,1,53
0,alligator cracking,1,52
0,alligator cracking,1,40
0,alligator cracking,1,40
2,longitudinal cracking,1,71
2,longitudinal cracking,1,71
2,longitudinal cracking,1,66
2,longitudinal cracking,1,66
2,longitudinal cracking,1,57
2,longitudinal cracking,1,57
2,longitudinal cracking,1,75
2,longitudinal cracking,1,75
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,50
2,longitudinal cracking,1,50
2,longitudinal cracking,1,55
2,longitudinal cracking,1,55
2,longitudinal cracking,1,64
2,longitudinal cracking,1,64
2,longitudinal cracking,1,68
2,longitudinal cracking,1,68
2,longitudinal cracking,1,79
2,longitudinal cracking,1,79
2,longitudinal cracking,1,81
2,longitudinal cracking,1,81
2,longitudinal cracking,1,74
2,longitudinal cracking,1,74
2,longitudinal cracking,1,79
2,longitudinal cracking,1,79
2,longitudinal cracking,1,62
2,longitudinal cracking,1,62
2,longitudinal cracking,1,84
2,longitudinal cracking,1,84
2,longitudinal cracking,1,77
2,longitudinal cracking,1,77
